standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,2,3,1,10.1.1.4,10.1.1.1,TCP,15401,15401,0,0,0.238954,0.0820677,2212.01
ax,2,3,1,10.1.1.5,10.1.1.1,TCP,15404,15404,0,0,0.102248,0.0344071,2212.44
ax,2,3,1,10.1.1.6,10.1.1.1,TCP,15407,15407,0,0,0.0939801,0.0290113,2212.87
ax,2,3,1,10.1.1.1,10.1.1.5,TCP,7702,7702,0,0,0.371039,0.143269,106.802
ax,2,3,1,10.1.1.1,10.1.1.6,TCP,7704,7704,0,0,0.250377,0.0587798,106.83
ax,2,3,1,10.1.1.1,10.1.1.4,TCP,7701,7701,0,0,0.335102,0.111759,106.788
ax,2,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,0.517983,0.283594,75.1499
ax,2,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,0.633696,0.28164,75.1499
ax,2,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,0.583735,0.335608,75.1499
ax,2,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,0.598207,0.346847,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,4,3,1,10.1.1.6,10.1.1.1,TCP,15401,15401,0,0,0.152748,0.0670378,2212.01
ax,4,3,1,10.1.1.7,10.1.1.1,TCP,15401,15401,0,0,0.138974,0.0580402,2212.01
ax,4,3,1,10.1.1.8,10.1.1.1,TCP,15410,15410,0,0,0.13174,0.0533146,2213.3
ax,4,3,1,10.1.1.1,10.1.1.8,TCP,7705,7705,0,0,0.270256,0.0845938,106.844
ax,4,3,1,10.1.1.1,10.1.1.7,TCP,7701,7701,0,0,0.281777,0.0965263,106.788
ax,4,3,1,10.1.1.1,10.1.1.6,TCP,7701,7701,0,0,0.278108,0.0922016,106.788
ax,4,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,0.745897,0.456626,75.1499
ax,4,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,0.866331,0.459396,75.1499
ax,4,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,0.979199,0.454595,75.1499
ax,4,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,1.09933,0.457058,75.1499
ax,4,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,1.00102,0.670569,75.1499
ax,4,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,1.00089,0.656098,75.1499
ax,4,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,1.01755,0.664844,75.1499
ax,4,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,1.01493,0.661143,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,6,3,1,10.1.1.8,10.1.1.1,TCP,15407,15407,0,0,0.225972,0.114399,2212.87
ax,6,3,1,10.1.1.9,10.1.1.1,TCP,15407,15407,0,0,0.213956,0.107497,2212.87
ax,6,3,1,10.1.1.10,10.1.1.1,TCP,15404,15404,0,0,0.232023,0.117841,2212.44
ax,6,3,1,10.1.1.1,10.1.1.9,TCP,7704,7704,0,0,0.321552,0.144694,106.83
ax,6,3,1,10.1.1.1,10.1.1.10,TCP,7702,7702,0,0,0.319864,0.150456,106.802
ax,6,3,1,10.1.1.1,10.1.1.8,TCP,7704,7704,0,0,0.320175,0.143606,106.83
ax,6,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,0.97034,0.640446,75.1499
ax,6,3,1,10.1.1.1,10.1.1.3,UDP,1499,1452,47,3.13542,3.08335,1.31996,72.7936
ax,6,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,1.20819,0.647543,75.1499
ax,6,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,1.33234,0.654763,75.1499
ax,6,3,1,10.1.1.1,10.1.1.6,UDP,1499,1499,0,0,1.44461,0.648867,75.1499
ax,6,3,1,10.1.1.1,10.1.1.7,UDP,1499,1499,0,0,1.55658,0.643173,75.1499
ax,6,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,1.36576,0.962893,75.1499
ax,6,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,1.37218,0.926416,75.1499
ax,6,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,1.40313,0.963584,75.1499
ax,6,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,1.39372,0.947232,75.1499
ax,6,3,1,10.1.1.6,10.1.1.1,UDP,1499,1499,0,0,1.42885,0.94995,75.1499
ax,6,3,1,10.1.1.7,10.1.1.1,UDP,1499,1499,0,0,1.38756,0.928615,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,8,3,1,10.1.1.10,10.1.1.1,TCP,15410,15410,0,0,0.457053,0.226267,2213.3
ax,8,3,1,10.1.1.11,10.1.1.1,TCP,15407,15407,0,0,0.331281,0.183544,2212.87
ax,8,3,1,10.1.1.12,10.1.1.1,TCP,15407,15407,0,0,0.318021,0.175975,2212.87
ax,8,3,1,10.1.1.1,10.1.1.10,TCP,7705,7705,0,0,0.466438,0.24053,106.844
ax,8,3,1,10.1.1.1,10.1.1.12,TCP,7704,7704,0,0,0.487131,0.257902,106.83
ax,8,3,1,10.1.1.1,10.1.1.11,TCP,7704,7704,0,0,0.381786,0.218158,106.83
ax,8,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,1.14172,0.81432,75.1499
ax,8,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,1.25465,0.809924,75.1499
ax,8,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,1.3787,0.817048,75.1499
ax,8,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,1.49041,0.81059,75.1499
ax,8,3,1,10.1.1.1,10.1.1.6,UDP,1499,1499,0,0,1.60155,0.804064,75.1499
ax,8,3,1,10.1.1.1,10.1.1.7,UDP,1499,1499,0,0,1.73974,0.820288,75.1499
ax,8,3,1,10.1.1.1,10.1.1.8,UDP,1499,1499,0,0,1.85091,0.81704,75.1499
ax,8,3,1,10.1.1.1,10.1.1.9,UDP,1499,1499,0,0,1.95634,0.806323,75.1499
ax,8,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,1.82873,1.25991,75.1499
ax,8,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,1.9269,1.26202,75.1499
ax,8,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,1.87775,1.26602,75.1499
ax,8,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,1.87177,1.26688,75.1499
ax,8,3,1,10.1.1.6,10.1.1.1,UDP,1499,1499,0,0,1.87876,1.2468,75.1499
ax,8,3,1,10.1.1.7,10.1.1.1,UDP,1499,1499,0,0,1.90584,1.2502,75.1499
ax,8,3,1,10.1.1.8,10.1.1.1,UDP,1499,1499,0,0,1.90315,1.21927,75.1499
ax,8,3,1,10.1.1.9,10.1.1.1,UDP,1499,1499,0,0,1.85012,1.27563,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,10,3,1,10.1.1.12,10.1.1.1,TCP,15410,15410,0,0,0.459383,0.267676,2213.3
ax,10,3,1,10.1.1.13,10.1.1.1,TCP,15410,15410,0,0,0.425286,0.245445,2213.3
ax,10,3,1,10.1.1.14,10.1.1.1,TCP,15401,15401,0,0,0.450969,0.262457,2212.01
ax,10,3,1,10.1.1.1,10.1.1.13,TCP,7705,7705,0,0,0.427744,0.272233,106.844
ax,10,3,1,10.1.1.1,10.1.1.12,TCP,7705,7704,0,0,0.424109,0.265274,106.83
ax,10,3,1,10.1.1.1,10.1.1.14,TCP,7701,7701,0,0,0.429365,0.271767,106.788
ax,10,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,1.34101,0.909025,75.1499
ax,10,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,1.46163,0.912003,75.1499
ax,10,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,1.58174,0.91445,75.1499
ax,10,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,1.69013,0.905167,75.1499
ax,10,3,1,10.1.1.1,10.1.1.6,UDP,1499,1452,47,3.13542,3.79317,1.57462,72.7936
ax,10,3,1,10.1.1.1,10.1.1.7,UDP,1499,1499,0,0,1.92307,0.906621,75.1499
ax,10,3,1,10.1.1.1,10.1.1.8,UDP,1499,1499,0,0,2.05204,0.91644,75.1499
ax,10,3,1,10.1.1.1,10.1.1.9,UDP,1499,1499,0,0,2.16442,0.912878,75.1499
ax,10,3,1,10.1.1.1,10.1.1.10,UDP,1499,1452,47,3.13542,4.2655,1.57518,72.7936
ax,10,3,1,10.1.1.1,10.1.1.11,UDP,1499,1499,0,0,2.39349,0.910465,75.1499
ax,10,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,2.36372,1.56026,75.1499
ax,10,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,2.36627,1.57388,75.1499
ax,10,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,2.33854,1.56766,75.1499
ax,10,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,2.35426,1.57471,75.1499
ax,10,3,1,10.1.1.6,10.1.1.1,UDP,1499,1499,0,0,2.30217,1.56814,75.1499
ax,10,3,1,10.1.1.7,10.1.1.1,UDP,1499,1499,0,0,2.36529,1.63464,75.1499
ax,10,3,1,10.1.1.8,10.1.1.1,UDP,1499,1499,0,0,2.36568,1.55941,75.1499
ax,10,3,1,10.1.1.9,10.1.1.1,UDP,1499,1499,0,0,2.40478,1.55678,75.1499
ax,10,3,1,10.1.1.10,10.1.1.1,UDP,1499,1499,0,0,2.38985,1.56499,75.1499
ax,10,3,1,10.1.1.11,10.1.1.1,UDP,1499,1499,0,0,2.37612,1.59966,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,12,3,1,10.1.1.14,10.1.1.1,TCP,15403,15403,0,0,0.632511,0.376881,2212.43
ax,12,3,1,10.1.1.15,10.1.1.1,TCP,15407,15407,0,0,0.600136,0.358685,2212.87
ax,12,3,1,10.1.1.16,10.1.1.1,TCP,15410,15410,0,0,0.921692,0.400969,2213.3
ax,12,3,1,10.1.1.1,10.1.1.16,TCP,7705,7705,0,0,0.604665,0.404947,106.844
ax,12,3,1,10.1.1.1,10.1.1.14,TCP,7702,7702,0,0,0.615745,0.393347,106.802
ax,12,3,1,10.1.1.1,10.1.1.15,TCP,7704,7704,0,0,0.502844,0.360219,106.83
ax,12,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,1.44683,1.04134,75.1499
ax,12,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,1.58739,1.05118,75.1499
ax,12,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,1.67616,1.03573,75.1499
ax,12,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,1.80623,1.04293,75.1499
ax,12,3,1,10.1.1.1,10.1.1.6,UDP,1499,1499,0,0,1.9366,1.04929,75.1499
ax,12,3,1,10.1.1.1,10.1.1.7,UDP,1499,1499,0,0,2.03291,1.03996,75.1499
ax,12,3,1,10.1.1.1,10.1.1.8,UDP,1499,1499,0,0,2.15322,1.04261,75.1499
ax,12,3,1,10.1.1.1,10.1.1.9,UDP,1499,1499,0,0,2.28254,1.04575,75.1499
ax,12,3,1,10.1.1.1,10.1.1.10,UDP,1499,1499,0,0,2.40149,1.0464,75.1499
ax,12,3,1,10.1.1.1,10.1.1.11,UDP,1499,1499,0,0,2.52064,1.04714,75.1499
ax,12,3,1,10.1.1.1,10.1.1.12,UDP,1499,1499,0,0,2.62135,1.04077,75.1499
ax,12,3,1,10.1.1.1,10.1.1.13,UDP,1499,1499,0,0,2.73029,1.03205,75.1499
ax,12,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,2.87557,1.81883,75.1499
ax,12,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,2.90402,1.89783,75.1499
ax,12,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,2.8457,1.81069,75.1499
ax,12,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,2.86559,1.82842,75.1499
ax,12,3,1,10.1.1.6,10.1.1.1,UDP,1499,1499,0,0,2.90977,1.89285,75.1499
ax,12,3,1,10.1.1.7,10.1.1.1,UDP,1499,1499,0,0,2.98578,1.85386,75.1499
ax,12,3,1,10.1.1.8,10.1.1.1,UDP,1499,1499,0,0,2.90998,1.86756,75.1499
ax,12,3,1,10.1.1.9,10.1.1.1,UDP,1499,1499,0,0,2.97417,1.80846,75.1499
ax,12,3,1,10.1.1.10,10.1.1.1,UDP,1499,1499,0,0,2.90955,1.90761,75.1499
ax,12,3,1,10.1.1.11,10.1.1.1,UDP,1499,1499,0,0,2.94139,1.82341,75.1499
ax,12,3,1,10.1.1.12,10.1.1.1,UDP,1499,1499,0,0,2.89763,1.80157,75.1499
ax,12,3,1,10.1.1.13,10.1.1.1,UDP,1499,1499,0,0,2.96259,1.94795,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,15,3,1,10.1.1.17,10.1.1.1,TCP,15407,15407,0,0,0.976421,0.586598,2212.87
ax,15,3,1,10.1.1.18,10.1.1.1,TCP,15403,15403,0,0,0.969591,0.580313,2212.43
ax,15,3,1,10.1.1.19,10.1.1.1,TCP,15407,15407,0,0,0.983132,0.582747,2212.87
ax,15,3,1,10.1.1.1,10.1.1.19,TCP,7704,7704,0,0,0.601611,0.440695,106.83
ax,15,3,1,10.1.1.1,10.1.1.17,TCP,7704,7704,0,0,0.603409,0.441811,106.83
ax,15,3,1,10.1.1.1,10.1.1.18,TCP,7702,7702,0,0,0.621942,0.460855,106.802
ax,15,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,1.74692,1.36035,75.1499
ax,15,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,1.88755,1.3766,75.1499
ax,15,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,2.00675,1.37736,75.1499
ax,15,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,2.10072,1.36176,75.1499
ax,15,3,1,10.1.1.1,10.1.1.6,UDP,1499,1452,47,3.13542,4.22253,2.03727,72.7936
ax,15,3,1,10.1.1.1,10.1.1.7,UDP,1499,1499,0,0,2.35057,1.37465,75.1499
ax,15,3,1,10.1.1.1,10.1.1.8,UDP,1499,1499,0,0,2.45972,1.37184,75.1499
ax,15,3,1,10.1.1.1,10.1.1.9,UDP,1499,1499,0,0,2.58719,1.37528,75.1499
ax,15,3,1,10.1.1.1,10.1.1.10,UDP,1499,1499,0,0,2.71964,1.38267,75.1499
ax,15,3,1,10.1.1.1,10.1.1.11,UDP,1499,1352,147,9.80654,9.39293,3.56512,67.7803
ax,15,3,1,10.1.1.1,10.1.1.12,UDP,1499,1499,0,0,2.91333,1.3671,75.1499
ax,15,3,1,10.1.1.1,10.1.1.13,UDP,1499,1499,0,0,3.03433,1.37042,75.1499
ax,15,3,1,10.1.1.1,10.1.1.14,UDP,1499,1499,0,0,3.15441,1.37282,75.1499
ax,15,3,1,10.1.1.1,10.1.1.15,UDP,1499,1499,0,0,3.2702,1.37093,75.1499
ax,15,3,1,10.1.1.1,10.1.1.16,UDP,1499,1499,0,0,3.39108,1.3734,75.1499
ax,15,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,3.64573,2.30612,75.1499
ax,15,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,3.66964,2.2921,75.1499
ax,15,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,3.62964,2.37839,75.1499
ax,15,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,3.58872,2.2208,75.1499
ax,15,3,1,10.1.1.6,10.1.1.1,UDP,1499,1499,0,0,3.63641,2.28954,75.1499
ax,15,3,1,10.1.1.7,10.1.1.1,UDP,1499,1499,0,0,3.70594,2.41826,75.1499
ax,15,3,1,10.1.1.8,10.1.1.1,UDP,1499,1499,0,0,3.65567,2.28498,75.1499
ax,15,3,1,10.1.1.9,10.1.1.1,UDP,1499,1499,0,0,3.7013,2.31514,75.1499
ax,15,3,1,10.1.1.10,10.1.1.1,UDP,1499,1499,0,0,3.59342,2.31132,75.1499
ax,15,3,1,10.1.1.11,10.1.1.1,UDP,1499,1499,0,0,3.61439,2.2787,75.1499
ax,15,3,1,10.1.1.12,10.1.1.1,UDP,1499,1499,0,0,3.70645,2.35389,75.1499
ax,15,3,1,10.1.1.13,10.1.1.1,UDP,1499,1499,0,0,3.64964,2.30938,75.1499
ax,15,3,1,10.1.1.14,10.1.1.1,UDP,1499,1499,0,0,3.70366,2.32836,75.1499
ax,15,3,1,10.1.1.15,10.1.1.1,UDP,1499,1499,0,0,3.62546,2.36407,75.1499
ax,15,3,1,10.1.1.16,10.1.1.1,UDP,1499,1499,0,0,3.6861,2.34139,75.1499
standard,nVoip,nBg,seed,srcAddr,dstAddr,protocol,txPkts,rxPkts,lostPkts,lossPct,meanDelayMs,meanJitterMs,throughputKbps
ax,20,3,1,10.1.1.22,10.1.1.1,TCP,15406,15406,0,0,1.74146,0.965402,2212.86
ax,20,3,1,10.1.1.23,10.1.1.1,TCP,15406,15406,0,0,1.7303,0.959109,2212.86
ax,20,3,1,10.1.1.24,10.1.1.1,TCP,15403,15403,0,0,1.71888,0.946055,2212.43
ax,20,3,1,10.1.1.1,10.1.1.23,TCP,7703,7703,0,0,0.816787,0.609775,106.816
ax,20,3,1,10.1.1.1,10.1.1.24,TCP,7702,7702,0,0,0.859164,0.629191,106.802
ax,20,3,1,10.1.1.1,10.1.1.22,TCP,7703,7703,0,0,0.810633,0.589814,106.816
ax,20,3,1,10.1.1.1,10.1.1.2,UDP,1499,1499,0,0,2.15709,1.67792,75.1499
ax,20,3,1,10.1.1.1,10.1.1.3,UDP,1499,1499,0,0,2.2887,1.69162,75.1499
ax,20,3,1,10.1.1.1,10.1.1.4,UDP,1499,1499,0,0,2.41515,1.69599,75.1499
ax,20,3,1,10.1.1.1,10.1.1.5,UDP,1499,1499,0,0,2.56299,1.70879,75.1499
ax,20,3,1,10.1.1.1,10.1.1.6,UDP,1499,1499,0,0,2.65323,1.69745,75.1499
ax,20,3,1,10.1.1.1,10.1.1.7,UDP,1499,1499,0,0,2.7571,1.69062,75.1499
ax,20,3,1,10.1.1.1,10.1.1.8,UDP,1499,1499,0,0,2.88966,1.69799,75.1499
ax,20,3,1,10.1.1.1,10.1.1.9,UDP,1499,1499,0,0,3.01229,1.70047,75.1499
ax,20,3,1,10.1.1.1,10.1.1.10,UDP,1499,1499,0,0,3.11305,1.69201,75.1499
ax,20,3,1,10.1.1.1,10.1.1.11,UDP,1499,1402,97,6.47098,7.41842,3.09374,70.2869
ax,20,3,1,10.1.1.1,10.1.1.12,UDP,1499,1499,0,0,3.39085,1.71276,75.1499
ax,20,3,1,10.1.1.1,10.1.1.13,UDP,1499,1452,47,3.13542,5.44354,2.35091,72.7936
ax,20,3,1,10.1.1.1,10.1.1.14,UDP,1499,1499,0,0,3.5846,1.69868,75.1499
ax,20,3,1,10.1.1.1,10.1.1.15,UDP,1499,1499,0,0,3.70762,1.70136,75.1499
ax,20,3,1,10.1.1.1,10.1.1.16,UDP,1499,1499,0,0,3.84032,1.70702,75.1499
ax,20,3,1,10.1.1.1,10.1.1.17,UDP,1499,1499,0,0,3.92544,1.69278,75.1499
ax,20,3,1,10.1.1.1,10.1.1.18,UDP,1499,1499,0,0,4.06148,1.70197,75.1499
ax,20,3,1,10.1.1.1,10.1.1.19,UDP,1499,1499,0,0,4.17404,1.69941,75.1499
ax,20,3,1,10.1.1.1,10.1.1.20,UDP,1499,1499,0,0,4.27172,1.68992,75.1499
ax,20,3,1,10.1.1.1,10.1.1.21,UDP,1499,1499,0,0,4.39016,1.69069,75.1499
ax,20,3,1,10.1.1.2,10.1.1.1,UDP,1499,1499,0,0,5.11176,3.07251,75.1499
ax,20,3,1,10.1.1.3,10.1.1.1,UDP,1499,1499,0,0,5.1121,3.07606,75.1499
ax,20,3,1,10.1.1.4,10.1.1.1,UDP,1499,1499,0,0,5.08803,3.11347,75.1499
ax,20,3,1,10.1.1.5,10.1.1.1,UDP,1499,1499,0,0,5.17424,3.03701,75.1499
ax,20,3,1,10.1.1.6,10.1.1.1,UDP,1499,1499,0,0,5.01041,3.14758,75.1499
ax,20,3,1,10.1.1.7,10.1.1.1,UDP,1499,1498,1,0.0667111,5.04876,3.24528,75.0997
ax,20,3,1,10.1.1.8,10.1.1.1,UDP,1499,1498,1,0.0667111,5.10913,3.15025,75.0997
ax,20,3,1,10.1.1.9,10.1.1.1,UDP,1499,1498,1,0.0667111,5.08728,3.21411,75.0997
ax,20,3,1,10.1.1.10,10.1.1.1,UDP,1499,1499,0,0,5.01729,3.14895,75.1499
ax,20,3,1,10.1.1.11,10.1.1.1,UDP,1499,1498,1,0.0667111,5.15661,3.12077,75.0997
ax,20,3,1,10.1.1.12,10.1.1.1,UDP,1499,1499,0,0,5.08964,3.19899,75.1499
ax,20,3,1,10.1.1.13,10.1.1.1,UDP,1499,1498,1,0.0667111,5.15624,3.10195,75.0997
ax,20,3,1,10.1.1.14,10.1.1.1,UDP,1499,1499,0,0,4.97651,3.147,75.1499
ax,20,3,1,10.1.1.15,10.1.1.1,UDP,1499,1498,1,0.0667111,5.11205,3.23934,75.0997
ax,20,3,1,10.1.1.16,10.1.1.1,UDP,1499,1499,0,0,5.17824,3.1122,75.1499
ax,20,3,1,10.1.1.17,10.1.1.1,UDP,1499,1498,1,0.0667111,5.11855,3.12638,75.0997
ax,20,3,1,10.1.1.18,10.1.1.1,UDP,1499,1498,1,0.0667111,5.18375,3.13126,75.0997
ax,20,3,1,10.1.1.19,10.1.1.1,UDP,1499,1499,0,0,4.98729,3.17825,75.1499
ax,20,3,1,10.1.1.20,10.1.1.1,UDP,1499,1499,0,0,5.09362,3.12422,75.1499
ax,20,3,1,10.1.1.21,10.1.1.1,UDP,1499,1498,1,0.0667111,5.12902,3.16656,75.0997
